0.000 0.000 0.000
0.002 0.002 0.002
0.007 0.005 0.005
0.014 0.011 0.011
0.024 0.018 0.018
0.036 0.026 0.027
0.050 0.036 0.038
0.063 0.047 0.049
0.076 0.058 0.060
0.089 0.068 0.070
0.101 0.077 0.080
0.114 0.087 0.090
0.126 0.096 0.100
0.138 0.105 0.109
0.149 0.114 0.118
0.161 0.122 0.127
0.172 0.131 0.136
0.184 0.139 0.145
0.195 0.147 0.153
0.206 0.155 0.162
0.217 0.163 0.170
0.228 0.171 0.178
0.239 0.178 0.186
0.250 0.186 0.194
0.261 0.193 0.202
0.271 0.200 0.210
0.282 0.208 0.217
0.292 0.215 0.225
0.303 0.222 0.232
0.313 0.229 0.240
0.324 0.235 0.247
0.334 0.242 0.255
0.344 0.249 0.262
0.354 0.255 0.269
0.365 0.262 0.276
0.375 0.268 0.283
0.385 0.275 0.290
0.395 0.281 0.297
0.405 0.288 0.304
0.415 0.294 0.311
0.425 0.300 0.318
0.435 0.306 0.324
0.445 0.312 0.331
0.455 0.318 0.338
0.465 0.324 0.344
0.474 0.330 0.351
0.484 0.336 0.357
0.494 0.342 0.364
0.504 0.347 0.370
0.513 0.353 0.377
0.523 0.359 0.383
0.533 0.365 0.389
0.542 0.370 0.396
0.552 0.376 0.402
0.562 0.381 0.408
0.571 0.387 0.414
0.581 0.392 0.420
0.590 0.398 0.427
0.600 0.403 0.433
0.609 0.408 0.439
0.619 0.414 0.445
0.628 0.419 0.451
0.638 0.424 0.457
0.647 0.429 0.463
0.657 0.434 0.469
0.666 0.439 0.474
0.675 0.445 0.480
0.685 0.450 0.486
0.694 0.455 0.492
0.703 0.460 0.498
0.713 0.465 0.503
0.722 0.470 0.509
0.731 0.474 0.515
0.741 0.479 0.521
0.750 0.484 0.526
0.759 0.489 0.532
0.768 0.494 0.537
0.778 0.499 0.543
0.787 0.503 0.549
0.796 0.508 0.554
0.805 0.513 0.560
0.814 0.517 0.565
0.824 0.522 0.571
0.833 0.527 0.576
0.842 0.531 0.581
0.851 0.536 0.587
0.860 0.540 0.592
0.869 0.545 0.598
0.878 0.549 0.603
0.887 0.554 0.608
0.896 0.558 0.614
0.906 0.563 0.619
0.915 0.567 0.624
0.924 0.571 0.630
0.933 0.576 0.635
0.942 0.580 0.640
0.951 0.584 0.645
0.960 0.589 0.650
0.969 0.593 0.656
0.978 0.597 0.661
0.987 0.602 0.666
