0.000 0.000 0.000
0.001 0.001 0.001
0.004 0.004 0.005
0.009 0.008 0.010
0.015 0.014 0.018
0.022 0.021 0.027
0.031 0.029 0.038
0.040 0.038 0.050
0.050 0.048 0.062
0.060 0.058 0.073
0.069 0.067 0.085
0.078 0.076 0.096
0.087 0.084 0.107
0.096 0.093 0.118
0.105 0.101 0.129
0.113 0.109 0.140
0.121 0.117 0.150
0.129 0.125 0.161
0.137 0.133 0.171
0.145 0.141 0.182
0.153 0.148 0.192
0.161 0.156 0.203
0.168 0.163 0.213
0.176 0.170 0.223
0.183 0.178 0.233
0.191 0.185 0.243
0.198 0.192 0.254
0.205 0.199 0.264
0.212 0.205 0.274
0.219 0.212 0.284
0.226 0.219 0.294
0.233 0.226 0.304
0.240 0.232 0.314
0.247 0.239 0.324
0.254 0.245 0.334
0.261 0.252 0.344
0.267 0.258 0.354
0.274 0.264 0.363
0.281 0.271 0.373
0.287 0.277 0.383
0.294 0.283 0.393
0.300 0.289 0.403
0.307 0.295 0.413
0.313 0.301 0.423
0.319 0.307 0.432
0.326 0.313 0.442
0.332 0.319 0.452
0.338 0.325 0.462
0.344 0.331 0.472
0.351 0.337 0.482
0.357 0.342 0.491
0.363 0.348 0.501
0.369 0.354 0.511
0.375 0.360 0.521
0.381 0.365 0.531
0.387 0.371 0.540
0.393 0.376 0.550
0.399 0.382 0.560
0.405 0.387 0.570
0.411 0.393 0.580
0.417 0.398 0.590
0.423 0.404 0.599
0.429 0.409 0.609
0.435 0.414 0.619
0.441 0.420 0.629
0.446 0.425 0.639
0.452 0.430 0.648
0.458 0.436 0.658
0.464 0.441 0.668
0.469 0.446 0.678
0.475 0.451 0.688
0.481 0.456 0.698
0.487 0.461 0.708
0.492 0.466 0.717
0.498 0.471 0.727
0.503 0.476 0.737
0.509 0.482 0.747
0.515 0.487 0.757
0.520 0.491 0.767
0.526 0.496 0.777
0.531 0.501 0.787
0.537 0.506 0.797
0.542 0.511 0.806
0.548 0.516 0.816
0.553 0.521 0.826
0.559 0.526 0.836
0.564 0.530 0.846
0.570 0.535 0.856
0.575 0.540 0.866
0.581 0.545 0.876
0.586 0.549 0.886
0.592 0.554 0.896
0.597 0.559 0.906
0.602 0.563 0.916
0.608 0.568 0.926
0.613 0.573 0.936
0.618 0.577 0.946
0.624 0.582 0.956
0.629 0.586 0.966
0.634 0.591 0.976
0.640 0.595 0.986
