0.000 0.000 0.000
0.002 0.002 0.001
0.006 0.006 0.005
0.012 0.013 0.010
0.020 0.021 0.016
0.029 0.032 0.023
0.041 0.044 0.031
0.052 0.056 0.040
0.063 0.068 0.049
0.074 0.080 0.057
0.084 0.091 0.066
0.094 0.102 0.073
0.104 0.113 0.081
0.113 0.123 0.088
0.122 0.134 0.095
0.131 0.144 0.102
0.140 0.154 0.109
0.149 0.164 0.115
0.158 0.174 0.121
0.166 0.183 0.127
0.175 0.193 0.133
0.183 0.202 0.139
0.191 0.211 0.144
0.199 0.221 0.150
0.207 0.230 0.155
0.215 0.239 0.160
0.222 0.248 0.165
0.230 0.257 0.170
0.238 0.266 0.175
0.245 0.275 0.180
0.252 0.283 0.184
0.260 0.292 0.189
0.267 0.300 0.193
0.274 0.309 0.198
0.281 0.317 0.202
0.288 0.326 0.206
0.295 0.334 0.210
0.302 0.343 0.214
0.309 0.351 0.218
0.316 0.359 0.222
0.323 0.367 0.226
0.329 0.375 0.229
0.336 0.384 0.233
0.343 0.392 0.236
0.349 0.400 0.240
0.356 0.408 0.243
0.362 0.416 0.247
0.369 0.423 0.250
0.375 0.431 0.253
0.381 0.439 0.256
0.388 0.447 0.259
0.394 0.455 0.262
0.400 0.463 0.265
0.406 0.470 0.268
0.412 0.478 0.271
0.419 0.486 0.274
0.425 0.493 0.276
0.431 0.501 0.279
0.437 0.508 0.282
0.443 0.516 0.284
0.449 0.523 0.287
0.455 0.531 0.289
0.460 0.538 0.292
0.466 0.546 0.294
0.472 0.553 0.296
0.478 0.561 0.299
0.484 0.568 0.301
0.489 0.575 0.303
0.495 0.583 0.305
0.501 0.590 0.307
0.507 0.597 0.309
0.512 0.605 0.311
0.518 0.612 0.313
0.523 0.619 0.315
0.529 0.626 0.317
0.534 0.633 0.319
0.540 0.641 0.321
0.545 0.648 0.322
0.551 0.655 0.324
0.556 0.662 0.326
0.562 0.669 0.327
0.567 0.676 0.329
0.573 0.683 0.330
0.578 0.690 0.332
0.583 0.697 0.333
0.589 0.704 0.335
0.594 0.711 0.336
0.599 0.718 0.337
0.604 0.725 0.339
0.610 0.732 0.340
0.615 0.739 0.341
0.620 0.746 0.342
0.625 0.753 0.343
0.630 0.760 0.344
0.636 0.766 0.345
0.641 0.773 0.346
0.646 0.780 0.347
0.651 0.787 0.348
0.656 0.794 0.349
0.661 0.801 0.350
0.666 0.807 0.351
