0.000000000000000000e+00 0.000000000000000000e+00 1.940166593639742199e-01
1.333333333333333419e-02 1.324483819280430907e-02 1.999115042449302881e-01
2.666666666666666838e-02 2.631425064685499748e-02 2.032243664657867321e-01
4.000000000000000083e-02 3.921056084767682304e-02 2.058638829495470501e-01
5.333333333333333676e-02 5.193606150660445842e-02 2.086847171404287160e-01
6.666666666666666574e-02 6.449301496838222292e-02 2.115583034331878221e-01
8.000000000000000167e-02 7.688365361336424453e-02 2.144489609487296444e-01
9.333333333333333759e-02 8.911018025438788293e-02 2.173472903780424570e-01
1.066666666666666735e-01 1.011747685283911347e-01 2.202577430667318481e-01
1.200000000000000094e-01 1.130795632828425212e-01 2.231932562639366846e-01
1.333333333333333315e-01 1.248266809570525160e-01 2.261588525781071946e-01
1.466666666666666674e-01 1.364182099584358987e-01 2.291543787986584368e-01
1.600000000000000033e-01 1.478562110337886537e-01 2.321835731963373672e-01
1.733333333333333393e-01 1.591427176356492446e-01 2.352557747702374302e-01
1.866666666666666752e-01 1.702797362838062156e-01 2.383736315604339517e-01
2.000000000000000111e-01 1.812692469220181790e-01 2.415336744945555114e-01
2.133333333333333470e-01 1.921132032700088033e-01 2.447379367094776326e-01
2.266666666666666829e-01 2.028135331708005307e-01 2.479882168928310704e-01
2.400000000000000189e-01 2.133721389334466423e-01 2.512861172805035403e-01
2.533333333333333548e-01 2.237908976712248421e-01 2.546375716029987135e-01
2.666666666666666630e-01 2.340716616353513135e-01 2.580436241326429236e-01
2.800000000000000266e-01 2.442162585442745337e-01 2.615007522424223074e-01
2.933333333333333348e-01 2.542264919086077990e-01 2.650099730727421554e-01
3.066666666666666985e-01 2.641041413517584147e-01 2.685722385848096638e-01
3.200000000000000067e-01 2.738509629263090606e-01 2.721884205901864973e-01
3.333333333333333703e-01 2.834686894262107293e-01 2.758593348272753709e-01
3.466666666666666785e-01 2.929590306948386402e-01 2.795857377003153066e-01
3.600000000000000422e-01 3.023236739289689723e-01 2.833683368071355235e-01
3.733333333333333504e-01 3.115642839787299279e-01 2.872077886862500207e-01
3.866666666666667140e-01 3.206825036435789755e-01 2.911047025840360347e-01
4.000000000000000222e-01 3.296799539643606725e-01 2.950596350878673113e-01
4.133333333333333859e-01 3.385582345114959146e-01 2.990730877310562863e-01
4.266666666666666941e-01 3.473189236693539073e-01 3.031454991097907170e-01
4.400000000000000022e-01 3.559635789168585918e-01 3.072772320757659603e-01
4.533333333333333659e-01 3.644937371043776020e-01 3.114685678817891157e-01
4.666666666666666741e-01 3.729109147269439317e-01 3.157196740399211277e-01
4.800000000000000377e-01 3.812166081938591633e-01 3.200335814400859791e-01
4.933333333333333459e-01 3.894122940947261080e-01 3.244236610245552765e-01
5.066666666666667096e-01 3.974994294619570434e-01 3.288770789848195486e-01
5.200000000000000178e-01 4.054794520298056204e-01 3.333938071461153285e-01
5.333333333333333259e-01 4.133537804899681811e-01 3.379736429041401702e-01
5.466666666666667451e-01 4.211238147437990076e-01 3.426161405123059334e-01
5.600000000000000533e-01 4.287909361511851314e-01 3.473205661972216252e-01
5.733333333333333615e-01 4.363565077761258904e-01 3.521049789504850924e-01
5.866666666666666696e-01 4.438218746290581995e-01 3.569741538404221926e-01
6.000000000000000888e-01 4.511883639059736106e-01 3.619082466410952215e-01
6.133333333333333970e-01 4.584572852243671282e-01 3.669057299264478766e-01
6.266666666666667052e-01 4.656299308560624128e-01 3.719645490376588537e-01
6.400000000000000133e-01 4.727075759569514535e-01 3.771299067512726699e-01
6.533333333333333215e-01 4.796914787936931157e-01 3.823742777794123526e-01
6.666666666666667407e-01 4.865828809674079825e-01 3.876812423018097253e-01
6.800000000000000488e-01 4.933830076344104532e-01 3.930471132213697039e-01
6.933333333333333570e-01 5.000930677240178479e-01 3.985418379447186465e-01
7.066666666666666652e-01 5.067142541534743749e-01 4.041105319516798411e-01
7.200000000000000844e-01 5.132477440400283752e-01 4.097367380811040571e-01
7.333333333333333925e-01 5.196946989102007031e-01 4.154608601862589401e-01
7.466666666666667007e-01 5.260562649062812124e-01 4.213033955719194257e-01
7.600000000000000089e-01 5.323335729900907642e-01 4.271996098821537191e-01
7.733333333333334281e-01 5.385277391440439487e-01 4.331841905212454047e-01
7.866666666666667362e-01 5.446398645695487151e-01 4.393097234057051770e-01
8.000000000000000444e-01 5.506710358827784368e-01 4.454815210898782074e-01
8.133333333333333526e-01 5.566223253078513844e-01 4.517624788774064482e-01
8.266666666666667718e-01 5.624947908674506891e-01 4.581751321598251381e-01
8.400000000000000799e-01 5.682894765709203266e-01 4.646215055128217197e-01
8.533333333333333881e-01 5.740074125998693155e-01 4.712404377397843569e-01
8.666666666666666963e-01 5.796496154913181043e-01 4.779364244309499132e-01
8.800000000000000044e-01 5.852170883184186767e-01 4.846968281265115475e-01
8.933333333333334236e-01 5.907108208687814610e-01 4.916515439433486456e-01
9.066666666666667318e-01 5.961317898204401278e-01 4.986151972430252211e-01
9.200000000000000400e-01 6.014809589154859193e-01 5.057861570335183687e-01
9.333333333333333481e-01 6.067592791314018186e-01 5.130105938584281766e-01
9.466666666666667673e-01 6.119676888501280887e-01 5.203596355881232594e-01
9.600000000000000755e-01 6.171071140248880482e-01 5.278507697541579002e-01
9.733333333333333837e-01 6.221784683448041697e-01 5.353914538992939898e-01
9.866666666666666918e-01 6.271826533973348106e-01 5.431538286082904232e-01
1.000000000000000000e+00 6.321205588285576660e-01 5.509004463817573916e-01
1.013333333333333419e+00 6.369930625013326964e-01 5.589370133915158023e-01
1.026666666666666838e+00 6.418010306513679541e-01 5.669053563095107773e-01
1.040000000000000036e+00 6.465453180412198408e-01 5.752166106633714859e-01
1.053333333333333455e+00 6.512267681122529961e-01 5.834300357819504068e-01
1.066666666666666652e+00 6.558462131345876855e-01 5.920074216832142966e-01
1.080000000000000071e+00 6.604044743550608887e-01 6.004712014960985611e-01
1.093333333333333490e+00 6.649023621432283981e-01 6.093222265538424942e-01
1.106666666666666687e+00 6.693406761354322443e-01 6.180627551843642653e-01
1.120000000000000107e+00 6.737202053769605348e-01 6.271711684488232574e-01
1.133333333333333304e+00 6.780417284623241336e-01 6.362104687559826388e-01
1.146666666666666723e+00 6.823060136736756043e-01 6.455609497610337311e-01
1.160000000000000142e+00 6.865138191173947302e-01 6.549226551054601053e-01
1.173333333333333339e+00 6.906658928588649271e-01 6.644936212947584186e-01
1.186666666666666758e+00 6.947629730554649718e-01 6.742042254038327354e-01
1.200000000000000178e+00 6.988057880877980299e-01 6.839657682481545820e-01
1.213333333333333375e+00 7.027950566891842943e-01 6.940539623889352416e-01
1.226666666666666794e+00 7.067314880734376636e-01 7.040085400306638208e-01
1.239999999999999991e+00 7.106157820609493303e-01 7.144640540323733413e-01
1.253333333333333410e+00 7.144486292031033692e-01 7.248231685583969020e-01
1.266666666666666829e+00 7.182307109050416472e-01 7.354174707788319054e-01
1.280000000000000027e+00 7.219626995468058084e-01 7.462160934244352894e-01
1.293333333333333446e+00 7.256452586028725449e-01 7.568851073146990460e-01
1.306666666666666643e+00 7.292790427601061332e-01 7.681630067146655305e-01
1.320000000000000062e+00 7.328646980341496642e-01 7.792915321619250379e-01
1.333333333333333481e+00 7.364028618842732854e-01 7.906247874682476029e-01
1.346666666666666679e+00 7.398941633267023255e-01 8.022697313635324123e-01
1.360000000000000098e+00 7.433392230464441752e-01 8.137604398611603118e-01
1.373333333333333517e+00 7.467386535076334653e-01 8.257542953591203716e-01
1.386666666666666714e+00 7.500930590624165228e-01 8.378038225505335390e-01
1.400000000000000133e+00 7.534030360583935382e-01 8.496937557039969668e-01
1.413333333333333330e+00 7.566691729446368697e-01 8.623331096509144755e-01
1.426666666666666750e+00 7.598920503763064715e-01 8.748290659141114700e-01
1.440000000000000169e+00 7.630722413178783192e-01 8.872490687950056465e-01
1.453333333333333366e+00 7.662103111450067061e-01 9.004143620811594362e-01
1.466666666666666785e+00 7.693068177450371747e-01 9.134052831879778678e-01
1.480000000000000204e+00 7.723623116161872915e-01 9.263200343084424526e-01
1.493333333333333401e+00 7.753773359654149155e-01 9.400427488927175501e-01
1.506666666666666821e+00 7.783524268049896166e-01 9.535837083427577410e-01
